review_id,review_title,review_body,language,product_category,sentiment_label,confidence,notes
zh_0524275,没有地线,作为松下品牌，灯具地线也没有，打电话给客服，没有任何的回复，失望，大家不要买,zh,home_improvement,Negative,High,
zh_0709673,一般,刚开始一直开不了，要按压的时间长一点才行。而且我妈现在说，有会自动灭火的情况，再研究…,zh,other,Negative,Medium,
zh_0940868,华为手机P9不错，推荐1,我买的华为P9，32G版本的全网通。之前我也是查了资料看参数。对比同等价位的手机性能吧，因为自己对手机还是挺苛刻的。最终还是选择了华为P9这款。 1、有人评论手机发烫，系统较卡，我用这几天倒是没发现。运行很快。当然，国产机有个通病是用时间长了，手机运行会卡，我也是期望这次华为手机能做好点吧 2、手机设置里的一些功能还是不错的，方便平时场景使用，看出来华为还是用了心思的，一些软件还是能删去的，这点华为没有像某水果机强制绑定，给华为点赞。 3、手机外观挺漂亮的，这点还是超出我期待的， 4、徕卡相机是P9的亮点。我用这几天，觉得在户外光照较强色彩艳丽情况下，成像很不错，很赞。自拍啥的也是很不错，本人倒是不怎么自拍。 有些功能自己也是没有研究好吧，不过很期待。 5、指纹识别功能速度还是很快的，很赞。 6、说下亚马逊网站吧。真的是很赞，很帅，很靠谱的，很信得过的网站。这款手机在某东某宁某美还有华为商城看都是挺贵。亚马逊优惠了300元不说还优惠了数据线，还送了硬手机壳，满满的感动啊！！！ 7、说点缺点，手机充电快充功能我是没发现，只是觉得和其他手机 充电速度一样；手机屏幕没办法很顺畅单手操作； 8、 最后衷心希望手机不要越用越卡吧。,zh,wireless,Positive,High,
zh_0223121,多处破损开胶,材质、设计的初衷都不错，也许正品也不错。可惜到手这货背面和侧边都有破损，皮质和金属的胶水也已经开裂。,zh,apparel,Negative,High,
zh_0474460,刑法学,书还不错 纸张也还好 发货到货都快。,zh,book,Positive,Medium,
zh_0715819,鞋码不准。太大。质量也就是一双劳保鞋。,脚长27.5cm，Nike一般穿美码M10，户外鞋穿美码9.5。5.11这鞋按对照表买了M10。结果大了很多。感觉（经过换鞋可以确定）M9就足够了。另外做工一般吧，和专业户外鞋比，差距明显。后跟没有提手是严重缺陷。补充，这两天在冰上走了走，防滑性还行；气温降至零下时，保温无力。,zh,shoes,Negative,High,
zh_0619521,"一本奇怪的书,几个想让人思考的故事",断断续续看了好久的一本书，本以为是讲历史的，可是看下去才发现讲的是现在，本以为逃离了一个受到束缚的地方，但又会进入下一个，行为是一样的，想法是一样的，即讽刺又悲哀。,zh,digital_ebook_purchase,Positive,Medium,
zh_0869851,准时送达,里边有一章节是我需要看的就买了，书的质量很好！赞一下亚马逊的快递员，由于疏忽我的电话写错了，快递员联系客服确认后联系的我，太敬业了！,zh,book,Positive,High,
zh_0162111,还没有看。。。,本身比较喜欢看书，也不是第一次在这个网站买书了，但这次很失望，竟然是用塑料袋包装的，没有用箱子，然后十几本书，好几本的封面和边角都被损坏了。。。很不满意的一次购物，希望你们下次改进吧。。。,zh,book,Negative,High,
zh_0298875,鉴定完毕-这家出版不值得买,读到一半左右往后，印刷看上去很费劲，像是缺墨一样，伤眼睛。,zh,book,Negative,High,
zh_0367196,还好,网络安全的知识讲得还是挺多的，但是并不深入，属于介绍性的书籍,zh,book,Positive,Medium,
zh_0249141,方便,很好的一个充电宝，容量大，质量好，能充好几次呢！携带方便。,zh,wireless,Positive,High,
zh_0275104,科学的历程,内容打五分没问题。 只是软精装实在让人不喜！ 软精装真是还不如平装书！ 于是想打4.5分，但是没有~~,zh,book,Positive,High,
zh_0868335,包包,包包比想象的大了些，颜色也和照片上的不太一样，不过包包看着应该是正品,zh,shoes,Negative,Medium,
zh_0276803,和技术搭边很少,引用都超过三十页的书会怎么样？就是一篇综述性文章，也要出成书，而且印刷就和那种打印店复印的一样粗糙，实在是浪费钱,zh,book,Negative,High,
zh_0169843,这么差的印刷质量也能堂而皇之的拿出来？,印刷极差，多处漏印。感觉就像盗版作品！江苏凤凰文艺出版社太差了,zh,book,Negative,High,
zh_0584264,亚马逊忽悠中国消费者,垃圾垃圾垃圾亚马逊，鼓励中国同胞兄弟们都一起抵制亚马逊，服务态度非常非常恶劣，客服人员忽悠中国消费者，维权没有任何保障。打着进口名号卖国产品牌的东西，昧着良心做事难度就没有部门监管吗,zh,home,Negative,High,
zh_0882043,间歇性掉线。 信号也不强，不如家里旧的TPLINK。,间歇性掉线。 信号也不强，不如家里旧的TPLINK。,zh,pc,Negative,High,
zh_0402118,今天开始看！,书终于到手了，我一定要考上中国传媒大学!,zh,book,Positive,Low,
zh_0844023,好,东西很好，我发现拉链不好拉是设计问题，把拉链做大就好了,zh,luggage,Positive,Medium,
zh_0127167,总体还可以。。。,书是挺好的 纸质也可以 不过光盘碎了。。。有小伙伴可以把听力文件发我一份吗。。。,zh,book,Negative,Medium,
zh_0027840,极其不推荐,极其不推荐家长购买。不适合任何年龄阶段的儿童阅读。 内容很不合理，逻辑不严谨，传达出来的思想不利于儿童身心的健康成长。,zh,book,Negative,High,
zh_0354333,翻译非常差,才翻到第二章，翻译非常糟糕，而且严重影响了原本的意思： 比如去中心化app的好处 =》 写成了 中心化app的好处 还有些逻辑上的翻译错误这里不打字了。 看了下版次，第一版第一次印刷，但是这翻译和校对太敷衍了。,zh,book,Negative,High,
zh_0515742,一天就收货,收货挺快，基本达到预期，感觉图片更好看一些，试穿一下，很暖，没有传说中的送袜子。,zh,shoes,Positive,Medium,
zh_0539294,不错，很多话语说得很真,值得推荐，很多话语值得看了又看，思之又看,zh,digital_ebook_purchase,Positive,High,
zh_0648535,二,卖家脑子有问题，包装已被拆开，骗子会遭到报应的！,zh,drugstore,Negative,High,
zh_0600969,后面打不开,不知道怎么回事，我买的是点子书，只看了几页，后面就打不开了。 但还是给2星，因为在亚马逊购物一直很愉快，此类事很少。,zh,digital_ebook_purchase,Negative,High,
zh_0061827,超值，喜欢,一直都使用这两个牌子，赶上双十一优惠，超值。,zh,beauty,Positive,High,
zh_0638765,作为课本这么多年，可以提升的空间还很大,且不说很多名词在没有解释之前就已经大用特用增加了阅读难度，内容上也有硬伤，某处写XXX主要有五点，结果后文只写了四点，遍寻不着第五点，不对应别的书都不晓得到底作者的思想是四还是五。,zh,book,Negative,High,
zh_0573924,书皮变形,亚马逊也越发省事了，三本书包装只有一面有泡泡膜，外面一层塑料袋，这本书在中间，想来应该是发货时就是残次品，纸张也很粗糙，不知是原版就这样还是其他原因，反正以后不会再这里买书了。,zh,book,Negative,High,
zh_0389459,摘要内容看起来还不错，纸张一般！,阿伦特总有独特的视角，虽然还没有来得及读，但是应该是一本不错的书,zh,book,Positive,Low,
zh_0022937,一般,包包和图片有差距，尺寸和商品描述准确性不高，变形有点严重，还有就是条码扫不出来，不知道是真是假。,zh,luggage,Negative,High,
zh_0624457,寥寥几句，醍醐灌顶,对入门者来说，很管用。思路清晰，目的明确，更棒的是书中的理论可以迁移到其他事情上去，依旧管用。,zh,book,Positive,High,
zh_0346860,我还有12只牙刷呢,99-50买的，结果只送来了这个，我还有12只牙刷呢？ 直接退了我26元，结果花了24.6买了这个牙刷，我就是日了狗,zh,drugstore,Negative,High,
zh_0755217,老爷的漫画真心精品啊,从包装封面到书的内容都很棒！这本收藏必入啊！！,zh,book,Positive,High,
zh_0925183,不错，好评！,听老师推荐买的，果然不错，内容既精炼，又有重点，题目质量高。,zh,book,Positive,High,
zh_0400074,不伦不类,说是教科书，没有成体系的框架； 说是实战书，没有建设性的方案。,zh,book,Negative,High,
zh_0889967,很满意,颜色艳丽，出水流畅，本人所在地地处西北，钢笔放两天就会出现出水不流畅的情况，用鲇鱼墨水，昨天吸的，今天钢笔依然好用。,zh,office_product,Positive,High,
zh_0778001,满意的购物体验,非常满意的购物体验，商品质量、商家服务、快递投送都很赞，好评！,zh,book,Positive,High,
zh_0859262,孩子喜欢不是很爱看，内容再丰富一些更好。,孩子喜欢不是很爱看，内容再丰富一些更好。,zh,book,Negative,Low,
zh_0496745,5月5日下订单，今年5月29日了，还没有发货！！！！！！！！！！！！！！,5月5日下订单，今年5月29日了，还没有发货！！！！！！！！！！！！！！,zh,other,Negative,High,
zh_0752744,盗版图书,快递慢的要死，更重要的是，图书还是盗版的，纸张差的要死，字迹模糊，之前从图书馆借的一本，拿来一比对，呵呵，瞬间对亚马逊失望透顶，，正在联系客服维权,zh,book,Negative,High,
zh_0602450,质感一点都不好,没有重量 还以为是金属外壳 才发现是塑料,zh,other,Negative,Medium,
zh_0262707,掉色,一分钱一分货，刚打开包装发现一个扣子上有掉色,zh,apparel,Negative,Medium,
zh_0940991,性价比不错,灯光是偏黄的，适合个人阅读，不会晃眼，体验良好,zh,home_improvement,Positive,Medium,
zh_0380662,出口转内销,购买时注意容量，三瓶味道都一样，中国制造。,zh,beauty,Negative,Low,
zh_0760100,推荐能接受它外观、做工和开放式的人买,看起来很不错，很厚实，拿一起来一听比较闷，但是越来越好。11.10晚10点多订的，第二天中午12：30就到了，快递很快快！歌德耳机很厚实，很喜欢。戴久了还是会有点夹耳，不过挺暖的。虽然买之前就知道外面的人听的到耳机的声音，但还是有点小介意。总的还是不错，期待它后来的表现！,zh,other,Positive,Medium,
zh_0877225,进水,自来水管下洗个手就进水，已罢工。全当买个教训，800+扔了，再也不买海鸥了。有图有真象。,zh,watch,Negative,High,
zh_0490041,价格很合理,洗的時候会褪色，但过了几遍水就不会了，布料很好，不会厚，是我想要的,zh,apparel,Positive,Medium,
zh_0515196,货已收到,手机以收到，物流很快第二天就到了，发货有点慢三天多时间。手机很满意还没时间测试但我相信亚马逊,zh,wireless,Positive,Medium,
zh_0229318,无法接听---没有声音,给老家父母买的，买完没打开包装就给家人带走了，可是可是他们一直都没能用上，打电话接听根本就没有声音，时间长了也没法再退了。有遇到这样问题的吗？急需解答！！！！,zh,wireless,Negative,High,
zh_0000363,还好吧，第一次买，所以不知这样的玫瑰是好是差，但是两大罐，感觉不知何时能喝完呀，呵,还好吧，第一次买，所以不知这样的玫瑰是好是差，但是两大罐，感觉不知何时能喝完呀，呵,zh,grocery,Positive,Low,
zh_0769302,非常差劲,声音太差，只有低音，而且低音实在差的可怜。,zh,other,Negative,High,
zh_0380482,急需完善的固件,1. 后台无法把语言换成中文 2. 已连接设备无法设置中文的设备名，而且设置了英文的设备名，也完全没用，过一会就又变回去了，无比的混乱，设备优先级管理也是无比混乱的，这完全是一场灾难 3. 风扇有点吵 4. 每次机器启动不到24小时，就无法进入后台，要要重启才可以.,zh,electronics,Negative,High,
zh_0758319,不好,有点hao了，总之是快过期的感觉 特价食品，以后小心,zh,grocery,Negative,Medium,
zh_0842626,质量实在一般,拿到手非常喜欢，轻便，简单，耐看。但是质量很p，五一假期穿着跟朋友玩了会儿篮球斗牛，结果左脚小白鞋直接坏掉：后跟脱胶，前面鞋面蹭破。此外，感觉时间一长大拇指会把鞋面顶破，质量实在不敢恭维。我穿三叶草打篮球搞运动什么的，完全不会出现一丢丢问题。,zh,shoes,Negative,High,
zh_0485753,性价比不高,质量非常好 就是内容多少 与性价比有点低 呵呵,zh,book,Positive,Medium,
zh_0702760,保持清白,人一旦走上邪恶的道路，哪怕只一点点，就再也没有回头的路了。任何时候都要保持清醒，保持清白，慎独。,zh,digital_ebook_purchase,Positive,Low,
zh_0874164,标新立异，解读的很透彻，写作风格也很受我的认同。,整个书看起来就像是另一本水浒吧，不过想知道更多精彩的故事还要先把原著看一遍，再看这个，会更精彩。好评。,zh,digital_ebook_purchase,Positive,High,
zh_0086951,体验很差。,4袋里面3袋包装是开的，做为食品，自快递柜取出时的感觉很差。,zh,grocery,Negative,High,
zh_0639748,吃货狗不爱吃,吃货狗不爱吃，估计是有什么狗狗不喜欢的成分在里面,zh,drugstore,Negative,Medium,
zh_0828197,草莓味的很一般,没有评论说的那么好吃啊，泡稍微久一点的话特别软特别粘很 不好吃，要注意时间，另外里面好像有巧克力但我觉得没有巧克力的香味，就只是甜，总之很一般，下次试试水果的那一款，也不好吃就弃坑这个牌子。 巧克力味的还不错，但是吃久了会腻,zh,grocery,Negative,Medium,
zh_0545850,东西还不错、。,书送过来比较慢 而且有点点皱，里面的内容我觉得不是太适合我的背书方式，感觉新东方的绿本子还好有用些。,zh,book,Negative,Medium,
zh_0258888,质量好,质量好又便宜，五功能有点鸡肋，只用一种功能，其它的我感觉没什么用，有一个功能不出水我以为坏的，问了品牌商客服原来是滴水功能，就是洗头发的时候节水。我用的出水面积最大的那个功能，水打在身上很温柔，加上家里水压不足，一开始有点不习惯，用久了觉得好舒服。一个好的花洒能让你享受洗澡， 哈哈。,zh,home_improvement,Positive,Medium,
zh_0116694,不太满意,评论里别人40多入手，我的下单是93？？之前下单的时候看到图片上有三瓶，还以为发货也是发3瓶,zh,beauty,Negative,Medium,
zh_0533550,压皱了压皱了,在亚马逊买了这么多次书，第一次体验特别差。这本书已经压皱了，而且封皮上还有许多土，你们的仓库是有多脏啊，边角磨损什么的，就当我没看见吧。不说了，还要去用电熨斗把书烫平呢。,zh,book,Negative,High,
zh_0334545,真皮,确实是真皮的，做工也挺不错的，感觉还算很值,zh,wireless,Positive,High,
zh_0525636,内容太少,还可以，就是太简单了，很多重要的内容都没有。,zh,book,Negative,Medium,
zh_0472923,尴尬,虽然不影响阅读，但刚买的新书壳就是坏的，感觉自己60多花的不值,zh,book,Negative,Medium,
zh_0894508,一般般啦,没那么神啦，人死了，也无需说得很牛似的。,zh,digital_ebook_purchase,Negative,Medium,
zh_0484095,发过来的新鞋子有磨损，无法接受,鞋是好鞋，请问亚马逊海外直邮是怎么包装的，直接裸盒套个塑料袋就发给我了？鞋盒都破了，鞋子也刮花了，你们就这么服务客户？,zh,shoes,Negative,High,
zh_0452236,质量问题,我前一段买的显示器，可是这几天屏幕不稳定,zh,electronics,Negative,High,
zh_0985803,一般,之前看了南怀瑾先生的解读，再看这一本，落差太大了,zh,digital_ebook_purchase,Negative,Medium,
zh_0449140,很实用,锅锅不错，比我想象中要大，材质很好，卖家还送了小赠品，很实用，超级满意的，无意间看到，就来评价了，的确不错的。,zh,kitchen,Positive,High,
zh_0663612,作为运动耳机，这个价位和舒适感可以,从开始听音乐到现在，买了几十条耳机，现在入手的这款耳机中规中矩吧，人声高音还不错，但是音乐总有一种蒙蒙的感觉，不真实。不是专业的不过还是可以评论下的。,zh,other,Negative,Medium,
zh_0289291,用半年以后坏了,开始还算好用，洗脸的话不知道效果如何，不过刷子刷了不会痛。 5月购买，5月底收到货，然后12月坏了。品质一般，不过考虑价格中等也差不多吧。,zh,beauty,Negative,Medium,
zh_0843297,差评,我认为本书是盗版的 出现很多别字 没有课后问题 没有参考书目 没有大事年表,zh,book,Negative,High,
zh_0568331,推荐！经典！,非常可爱经典的一套书，但是可能需要孩子2岁以上才可以静下心来看，来学,zh,book,Positive,High,
zh_0216968,质量差,矬是弯的，每次打开合上都会磨主刀。镊子两头不一样长，夹个小东西那个费劲啊。,zh,sports,Negative,High,
zh_0060451,东西差,尺码偏小，布料一般。懒得退换，也不喜欢穿，等下次收拾衣柜的时候就扔了。,zh,apparel,Negative,High,
zh_0005481,帅，但是稍微有点大，有点磨脚,鞋子还是稍微有点大，nike的运动鞋42.5刚好这个8.5还是有点略大，穿双厚袜子应该会比较的适应，还有真的是无敌外增高，鞋子有点磨脚，不知道再穿几次怎么样,zh,shoes,Negative,Medium,
zh_0655454,我骑故我在,先看的同名电影，仅仅是同名而已，用的第二人称，很有带入感，一直在想如果真的是自己一个人在骑的话能坚持多远，是啊究竟能走多远呢？只有去了之后才知道吧,zh,book,Positive,Medium,
zh_0315991,换掉电池之后，手机充电的时候打不开，一直过一下震动一下。开机时开机不了了！请问卖家应,换掉电池之后，手机充电的时候打不开，一直过一下震动一下。开机时开机不了了！请问卖家应该怎么办？,zh,other,Negative,High,
zh_0834650,不错吧,"应该不错吧,我没吃过,哈哈哈..买来喂小区的流浪猫的,都吃光光了.",zh,pet_products,Positive,Low,
zh_0432217,好用,这种的质量挺不错的，用起来方便，也很好看的哦，款式新颖，价格合理,zh,wireless,Positive,High,
zh_0581507,好书，值得推荐！,昨天买的，今天就送到了，大致流浪了一下，里面的问题都是在教育孩子的过程中遇到的典型问题，好书，值得推荐！,zh,book,Positive,High,
zh_0820279,还行吧,比较厚，但整体还行吧。表带好像不是真皮的样子。,zh,watch,Positive,Low,
zh_0489862,太大了,超级大，178/95kg穿着感觉都是大2个码，服了,zh,apparel,Negative,High,
zh_0668797,收到的已经被开封了,使用说明上说开封后保质期只有六个月，可我觉得我收到的是被开封过的，没有任何包装，瓶口有油渍，直接就拧开了，丝毫看不出没开封算是什么状态,zh,beauty,Negative,High,
zh_0219463,书皮破,一打开包装就看见了破烂的包装书皮，给人一种二手货的感觉。不开心。,zh,book,Negative,Medium,
zh_0950654,还是比较满意的一次网购,一.快递速度很快，比预计早了两天到，一星 二.商品是正品，防伪，保修，发票等都有 ，二星 三.包装的很严实，没有破损 ，三星 四，和商品描述的差不多，读写和写入速度都在可接受范围 ，四星 五，总的来说没有毛病，nice 五星,zh,pc,Positive,High,
zh_0772714,新版本更新原题,相比上一版，把考研真题换成了进几年的。有空可以两本都买来刷,zh,book,Positive,Low,
zh_0662979,好,买回来的时候看到小小的一件担心穿不进去，产后163 125斤可以穿，无紧绷感，从后面看腰细了一圈，胃和肚子也不明显了，薄款，现在每天穿,zh,apparel,Positive,Medium,
zh_0006406,书内容超赞，包装和装订其实真的有点问题，不够结实，希望出版社可以改善。,书内容超赞，包装和装订其实真的有点问题，不够结实，希望出版社可以改善。,zh,book,Positive,Medium,
zh_0742982,不太好,孩子不喜欢，我个人也不喜欢，孩子暂时理解不了就一个单词的书！,zh,book,Negative,Medium,
zh_0835785,假货,假冒伪劣 用的马皮 有工业化学物质的味道 吃起来恶心,zh,drugstore,Negative,High,
zh_0283138,1,准时到 很好 去专柜调了表带 但是从眉山库房发出的,zh,watch,Positive,Medium,
zh_0985720,个人认为一般,喜欢作者强调炒股要踏实去研究的思路，但整体看下来只有几点，受益不是太多吧，可能之前看过此类文章有关,zh,digital_ebook_purchase,Negative,Medium,
zh_0643642,11,平时nike鞋子穿45略微大一点，买的43/44，然后也大了一点点。鞋舌和小腿后侧会有磨脚感，这两天在家穿着磨合一下。,zh,shoes,Negative,Medium,
zh_0828368,我以后 还是老实买大牌机器,专业货 就是不一样 比地摊货 好太多了 还不贵,zh,other,Positive,High,
zh_0786970,很方便,一体化很方便，无需再单独安装摄像头和麦克了。亚马逊购物绝对放心。,zh,electronics,Positive,High,
zh_0946036,差评,杯子做的很轻薄，至于这个属于质量好还是差就不说了，关键是醒酒瓶上有一个非常明显的瑕疵，这个在市场上是卖不出去的那种老板怎么就给我发过来了呢，是在实体店里卖不了了所以赶紧在网上卖出去吧，太缺乏诚信。。退货吧太麻烦，算了，以后再不会光顾了。,zh,kitchen,Negative,High,
zh_0798178,购物体验好差,买了东西两天后（完完整整的49个小时）才发货，完全没有渠道问一下是什么情况。收到后拆封发现里面连个塑料袋都不套，怕了，真差劲，等安装吧，安装的时候看看货物情况,zh,other,Negative,High,
zh_0274683,卸载亚马逊,最后一次在亚马逊买东西。买的红酒自动退款，买的书这么重，快递不送上门。,zh,digital_ebook_purchase,Negative,High,
zh_0383819,"发票啊,怎么没来","发票没有收到,但是显示确说 已经开了发票????",zh,book,Negative,Medium,
zh_0535540,看着心痛,物流超级差！！！！！！对读者极度不尊重！！！！！！,zh,book,Negative,High,
zh_0757969,还可以,感觉不够详细，应该挑一些重点常用的详细介绍,zh,book,Positive,Low,
zh_0714513,不觉得很值得买,看标题的时候觉得很吸引，看完之后觉得没什么特别,zh,digital_ebook_purchase,Negative,Medium,
zh_0792000,两次发来都是二手货 背部贴膜都有毛发,给我发第一次是二手货 申请换货 第二次发来还是拆封过的 完全没有新机的味道 背部贴膜还有毛发在里面 原来二手东现在二手亚,zh,wireless,Negative,High,
zh_0756388,整体优良，价格低于400值得购买！,鞋子挺好，价格实惠，质量上乘，正品无疑！唯一遗憾的是没有鞋垫，怪不得价格如此便宜！国内网购平台ECCO专营店买一双biom的鞋垫少则100多，这样下来相比于国内促销不到一千鞋子价格也就没有什么性价比！联系客服退回来了20%鞋款，算是聊以安慰！看来不管什么东西，最后一件绝对不能买！,zh,shoes,Positive,Medium,
zh_0262988,小清新,有些结我看不懂哭/(ㄒoㄒ)/~~ 很喜欢小清新,zh,book,Positive,Medium,
zh_0606806,太烂,超级烂书，我要求退订，一星都不够，完全的拼凑的东西，很多概念性的东西都是扯淡的,zh,digital_ebook_purchase,Negative,High,
zh_0120700,小的可怜,图片涉嫌误导，实物非常小，宽最多两厘米，长度倒是够，可是孔洞又太少，且只有一个孔洞有处理过。 这个价钱和关税等费用一点都不值得。,zh,shoes,Negative,High,
zh_0930624,一星只针对亚马逊！,每次都这样。全套8册。又被坑了买半部！还不便宜，1-4册特价还15.99元。,zh,digital_ebook_purchase,Negative,High,
zh_0473982,空格键,空格键啊空格键，让我说你什么好呢！！！空格键太松松垮垮了，卫星轴的通病？,zh,pc,Negative,High,
zh_0223831,价格忽高忽低请别上当,东西刚收到就发现降价了 还不能退 无比的恶心 一星都不想给,zh,beauty,Negative,High,
zh_0649614,有效期时间太短了,还有半年就过期了，1360g，这得什么速度吃呢！,zh,grocery,Negative,Medium,
zh_0679081,裤腰太大了,褲子还不错，就是腰太大了，不扎皮带没法儿穿,zh,apparel,Negative,Medium,
zh_0531516,服务态度超好！,服务态度超好，衣服质量也是杠杠的，谢谢，祝生意越做越好！,zh,apparel,Positive,High,
zh_0881175,值得一读,朴实的写作 时代的悲剧最后应当体现在个人的悲剧上 总体来说还是值得一读的书 太压抑，人性的压抑,zh,digital_ebook_purchase,Positive,Medium,
zh_0192797,CATTI 考试资料,基本重点都在里面，但是关键还是要自己后期多练习，找到规律，不然当时很明白，过后就不记得了，用处就不大。,zh,book,Positive,Medium,
zh_0269002,很满意的购物,发货很快，第二天就到了，东西用了一天，挺好用的,zh,home,Positive,High,
zh_0400550,有缝隙,很一般，保护壳与手机并不是很贴合，手机放进去后，保护壳的硬部分与软部分会产生较大的缝隙。,zh,wireless,Negative,Medium,
zh_0889009,为什么不接受退货,为什么不让退货？我没穿，没试。味道太大了，缝合处实在是太粗糙了，而且太薄了，会凸点的。不建议购买,zh,apparel,Negative,High,
zh_0705143,差评,还没仔细看，但是特别轻，感觉像盗版，或者旧书,zh,book,Negative,Medium,
zh_0710087,"去头皮角质层, 适合油头皮或头皮发痒","去头皮角质层, 加强后续保养吸收. 头皮感觉清爽,但千万避开眼睛脸部.",zh,beauty,Positive,Medium,
zh_0701308,胜牌东西不错,买了几次，老车洗油路用的，车况不好的最好多加点汽油稀释，免得大块积碳掉缸里,zh,sports,Positive,Medium,
zh_0487431,音译无语,音译有很简单的解决方法，为什么总搞得和人类文明史上的最大难题一样，这么让人难受,zh,digital_ebook_purchase,Negative,Medium,
zh_0341525,除了自动开合之外没有其他特别的地方,用了半年之后，伞面没有最开始那么容易摔干，自动开合的功能还很正常，骨架稍有锈迹。,zh,luggage,Negative,Low,
zh_0298622,假货,一个月不到 就穿了几次 就到处脱胶了 绝对假货 良心评论,zh,shoes,Negative,High,
zh_0795141,第三方的购物不靠谱,是比较厚，给爸爸买的，他骑车很辛苦，可是这么厚保暖效果确不好，洗了以后还严重变形，以后不会再买第三方的货了，评论全是“托”，后悔死了，让我妈还把我数落了好久，失败的一次网购,zh,apparel,Negative,High,
zh_0021989,还行,收到书的时候没有外面的塑料包装纸，书的封皮也像旧的，不知道怎么回事，在亚马逊上买了这么多书第一次出现这样的情况！,zh,book,Positive,Low,
zh_0189091,正版书,书收到了，是正版的，而且物流超快。很喜欢。,zh,book,Positive,High,
zh_0716700,发错货了！！！里面没有完形填空这本书！！,打开包装膜，没有完形填空，请解决一下！！！！！,zh,book,Negative,High,
zh_0491629,还可以,小孩还小，还不怎么会用，感觉那几个指环不错，挺软的,zh,baby_product,Positive,Low,
zh_0441536,大小贴合,膜的大小 厚度正好贴合荣耀4c的屏幕与边框的长宽厚度，贴完后边框高于屏幕的一部分正好被填充，因为没有太对的空隙，可不要贴歪了哦,zh,wireless,Positive,Medium,
zh_0316965,还可以,是自己想要的那款，沒有失望，但这次下单几天才到的，有一点不爽,zh,beauty,Positive,Low,
zh_0193862,用料正常，不黏糊,用料正常，不黏糊，但也不是那种，干净利索很好的香皂，多少脸上确实还是有残留的感觉。价格低，可接受 。只在亚马逊购买这类物品,zh,beauty,Positive,Low,
zh_0290519,尺寸很合适，不过不太耐磨，易碎,贴上去很服帖，虽然贵些，不过确实不错，只是耐磨性不行，而且超易碎的比起其他杂牌,zh,wireless,Negative,Medium,
zh_0313102,孩子喜欢,挺好看的，只是字看起来有点不舒服。孩子特喜欢，俩小时 就解决了,zh,book,Positive,Medium,
zh_0959484,快递能不能在慢点！！！，，，中国邮政！！！,快递能不能在慢点！！！，，，中国邮政！！！,zh,book,Negative,High,
zh_0461730,亚马逊怎么了？,8月29下单到现在还没有发货，亚马逊是怎么了？,zh,automotive,Negative,Medium,
zh_0905619,异味很重，摸上去黏糊糊的,便宜是比较便宜，但如果真心是做瑜伽用的话不推荐购买这一款,zh,sports,Negative,High,
zh_0292802,不能承受的生命之重,不能承受的生命之轻，可见生命之重。灵与肉，肉与灵，该如何。。。。,zh,book,Positive,Low,
zh_0360479,还可以,手机挺好的，唯一想吐槽的就是，装那么非系统软件，有病吧，有乐安全了还装手机管家，清理大师，装了也行还给弄到系统应用里了，不让卸载，弄系统的人真是2，联想你这是在耍大牌吗,zh,wireless,Positive,Medium,
zh_0261873,满意,宝贝质量很好，做工精细，声音清晰，用起来很方便，不错，值得拥有！,zh,office_product,Positive,High,
zh_0066580,垃圾裤子,垃圾裤子，建议别买，拿到就是起球的，旧裤子,zh,apparel,Negative,High,
zh_0178042,很好,很好。以前从不去评价，不知道浪费了多少积分，现在知道积分可以换钱，就要好好评价了，后来我就把这段话复制走了，既能赚积分，还省事，走到哪复制到哪，直接发出就可以了，推荐给大家！,zh,shoes,Positive,Low,
zh_0072191,非常一般,不知道这本书怎么被炒得那么火 看了几章真是看不下去 后悔花钱买了 文笔和中心思想看的简直是费神 高分是哪里来的？,zh,digital_ebook_purchase,Negative,High,
zh_0346055,差评,我不知道为什么漏水漏奶，真的很不好用，差评,zh,baby_product,Negative,High,
zh_0162846,高大上，零噪音,速度很快，而且也没什么噪音，办公家用可以选择这款。性价比高。,zh,pc,Positive,High,
zh_0875780,还可以。,穿着合适。鞋底厚度比我想的厚了些。夹脚的地方有点硬。价格超值。我平时凉鞋穿35的。,zh,shoes,Positive,Medium,
